subject_id,s_accession,query_id,q_accession,e_value,bitscore,bias,best_dmn_e_value,best_dmn_bitscore,best_dmn_bias,dne_exp,dne_reg,dne_clu,dne_ov,dne_env,dne_dom,dne_rep,dne_inc,s_description,cluster,tool,db
V1.FI10_GL0109556,-,cluster241b,-,1.8000000000000002e-12,55.7,1.4,4.9e-12,54.3,0.0,2.4,3,0,0,3,3,1,1,[gene]  locus=scaffold40471_4:3:1100:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.UC24-0_GL0101672,-,cluster241b,-,2.2e-12,55.4,0.7,5.6e-11,50.9,0.2,3.1,2,0,0,2,2,1,1,[gene]  locus=scaffold88120_1:585:2570:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC50-0_GL0017903,-,cluster241b,-,2.4e-12,55.3,0.1,6.6e-12,53.9,0.1,1.8,1,0,0,1,1,1,1,[gene]  locus=scaffold179381_1:77:1069:- [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.CD3-0-PN_GL0032973,-,cluster241b,-,2.9e-12,55.1,0.8,1e-10,50.1,0.1,3.3,3,0,0,3,3,1,1,[gene]  locus=scaffold34046_2:1937:3583:- [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.UC57-0_GL0055153,-,cluster241b,-,7.200000000000001e-12,53.8,0.3,5.1000000000000005e-11,51.1,0.2,2.6,3,0,0,3,3,1,1,[gene]  locus=scaffold118213_1:2:1753:- [Lack 3'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC18-0_GL0024290,-,cluster241b,-,7.6e-12,53.7,0.1,4.0000000000000004e-11,51.4,0.0,2.3,2,0,0,2,2,1,1,[gene]  locus=scaffold11084_1:2256:4217:- [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
DLF005_GL0077775,-,cluster241b,-,8.5e-12,53.5,0.1,3.2e-11,51.7,0.0,2.0,2,0,0,2,2,1,1,[gene]  locus=scaffold13093_2:2:994:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0073_GL0006292,-,cluster241b,-,9.8e-12,53.3,0.0,2.0000000000000002e-11,52.3,0.0,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold20143_1:10:708:- [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
DOM014_GL0013046,-,cluster241b,-,9.8e-12,53.3,0.2,2.8e-11,51.9,0.2,1.8,1,0,0,1,1,1,1,[gene]  locus=scaffold33779_1:1:1383:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
604812005-stool2_revised_C645790_1_gene44171,-,cluster241b,-,1.1e-11,53.2,0.1,2.2e-11,52.2,0.1,1.5,1,0,0,1,1,1,1,strand:+  start:3 stop:656 length:654 start_codon:no stop_codon:no gene_type:incomplete [Lack both ends] codon-table.11,241b,hmmsearch,metahit_2014_pep
550534656-stool1_revised_C441294_1_1_gene23099,-,cluster241b,-,1.1e-11,53.2,0.0,2.1e-11,52.3,0.0,1.5,1,0,0,1,1,1,1,strand:+  start:3 stop:566 length:564 start_codon:no stop_codon:yes gene_type:incomplete [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.CD43-0_GL0020689,-,cluster241b,-,1.1e-11,53.2,0.2,2.3999999999999998e-11,52.1,0.2,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold71871_2:2:685:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC40-2_GL0011958,-,cluster241b,-,1.5e-11,52.8,0.2,5.1000000000000005e-11,51.0,0.1,2.0,2,0,0,2,2,1,1,[gene]  locus=scaffold117797_5:2:919:+ [Lack both ends] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0128_GL0047221,-,cluster241b,-,1.6e-11,52.7,0.0,4.7e-11,51.2,0.0,1.8,1,0,0,1,1,1,1,[gene]  locus=scaffold9110_1:20:1219:- [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0417_GL0079411,-,cluster241b,-,2.3999999999999998e-11,52.1,0.0,5.4e-11,51.0,0.0,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold107931_2:2:559:+ [Lack both ends] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC5-1_GL0091710,-,cluster241b,-,2.3999999999999998e-11,52.1,0.0,1.3999999999999998e-10,49.6,0.0,2.4,2,0,0,2,2,1,1,[gene]  locus=C871986_1:835:2826:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
T2D-207A_GL0022587,-,cluster241b,-,2.7e-11,51.9,0.2,1.1000000000000001e-10,50.0,0.1,2.0,2,0,0,2,2,1,1,[gene]  locus=scaffold11176_2:1:513:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
T2D-143A_GL0056878,-,cluster241b,-,3e-11,51.8,0.1,1.3000000000000002e-10,49.7,0.0,2.2,2,0,0,2,2,1,1,[gene]  locus=C378927_1:2548:4566:- [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC60-0_GL0024481,-,cluster241b,-,3.0999999999999996e-11,51.8,0.1,1e-10,50.1,0.1,1.9,1,0,0,1,1,1,1,[gene]  locus=scaffold69684_3:2:1834:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.UC47-4_GL0167481,-,cluster241b,-,3.2e-11,51.7,0.1,8.4e-11,50.4,0.1,1.7,1,0,0,1,1,1,1,[gene]  locus=scaffold42800_2:2:1558:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.UC24-0_GL0059631,-,cluster241b,-,3.2e-11,51.7,0.1,9.7e-11,50.2,0.0,1.8,2,0,0,2,2,1,1,[gene]  locus=scaffold54828_3:2:1435:+ [Lack both ends] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC48-1_GL0030236,-,cluster241b,-,3.4e-11,51.6,0.0,3.6000000000000005e-10,48.3,0.0,2.6,2,0,0,2,2,1,1,[gene]  locus=C1565470_1:1035:2936:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
765560005-stool1_revised_scaffold19536_1_gene13668,-,cluster241b,-,4.0000000000000004e-11,51.4,0.0,8.4e-11,50.4,0.0,1.5,1,0,0,1,1,1,1,strand:+  start:90 stop:698 length:609 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
T2D-19A_GL0114232,-,cluster241b,-,4.2e-11,51.3,0.2,1.1000000000000001e-10,49.9,0.0,1.8,2,0,0,2,2,1,1,[gene]  locus=scaffold48074_2:1:1029:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.UC29-0_GL0056445,-,cluster241b,-,4.3e-11,51.3,0.1,1.7e-10,49.4,0.0,2.0,2,0,0,2,2,1,1,[gene]  locus=scaffold38920_2:3:1178:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
159611913-stool1_revised_C771318_1_gene81038,-,cluster241b,-,4.5e-11,51.2,0.5,8.8e-11,50.3,0.1,1.7,2,0,0,2,2,1,1,strand:+  start:3 stop:494 length:492 start_codon:no stop_codon:yes gene_type:incomplete [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
NOM018_GL0025181,-,cluster241b,-,5.1000000000000005e-11,51.1,0.1,9.100000000000001e-11,50.2,0.1,1.4,1,0,0,1,1,1,1,[gene]  locus=scaffold30905_6:1:522:- [Lack both ends] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.FI01_GL0165801,-,cluster241b,-,5.7999999999999994e-11,50.9,0.0,1.9e-10,49.2,0.0,1.9,1,0,0,1,1,1,1,[gene]  locus=C1584882_1:2:1342:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0406_GL0030082,-,cluster241b,-,6.5e-11,50.7,0.1,2.4e-10,48.9,0.0,1.9,2,0,0,2,2,1,1,[gene]  locus=C1502274_1:1:813:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
BGI-27A_GL0036640,-,cluster241b,-,7.1e-11,50.6,0.1,1.5e-10,49.5,0.1,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold45107_1:1:543:- [Lack both ends] codon-table.11,241b,hmmsearch,metahit_2014_pep
159611913-stool2_revised_C565383_1_gene62285,-,cluster241b,-,9.5e-11,50.2,1.6,1.9e-10,49.3,0.1,2.2,3,0,0,3,3,1,1,strand:+  start:2 stop:817 length:816 start_codon:no stop_codon:no gene_type:incomplete [Lack both ends] codon-table.11,241b,hmmsearch,metahit_2014_pep
763860675-stool1_revised_C1170142_1_gene12360,-,cluster241b,-,1e-10,50.1,0.6,7.9e-10,47.2,0.1,2.8,3,0,0,3,3,1,1,strand:+  start:240 stop:2198 length:1959 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
NOM013_GL0005689,-,cluster241b,-,1.5e-10,49.6,0.1,3.2000000000000003e-10,48.5,0.1,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold14751_11:127:840:- [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0071_GL0069598,-,cluster241b,-,2e-10,49.2,0.0,7.5e-10,47.3,0.0,2.1,1,0,0,1,1,1,1,[gene]  locus=scaffold45939_1:556:2613:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.FI04_GL0052726,-,cluster241b,-,2.2000000000000002e-10,49.0,0.0,7.200000000000001e-10,47.4,0.0,1.9,1,0,0,1,1,1,1,[gene]  locus=C1652298_1:1048:3018:- [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.CD9-0_GL0054035,-,cluster241b,-,2.7000000000000005e-10,48.7,0.0,5e-10,47.9,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold16626_3:3:473:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
159591683-stool2_revised_scaffold5307_1_gene16282,-,cluster241b,-,2.7000000000000005e-10,48.7,0.8,6.700000000000001e-10,47.5,0.1,2.1,2,0,0,2,2,1,1,strand:+  start:2 stop:1366 length:1365 start_codon:no stop_codon:yes gene_type:incomplete [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC3-0_GL0051456,-,cluster241b,-,6.5e-10,47.5,0.5,5.1e-09,44.6,0.0,2.6,3,0,0,3,3,1,1,[gene]  locus=C1576651_1:2106:4136:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0142_GL0093331,-,cluster241b,-,7.200000000000001e-10,47.4,0.1,3.5e-09,45.2,0.0,2.3,2,0,0,2,2,1,1,[gene]  locus=C1321919_1:218:2257:- [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC38-1_GL0136450,-,cluster241b,-,9.800000000000001e-10,46.9,0.0,2.2e-09,45.8,0.0,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold76027_1:667:1425:- [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.CD1-0-PT_GL0140018,-,cluster241b,-,1.2e-09,46.6,0.2,7.7e-09,44.1,0.0,2.4,2,0,0,2,2,1,1,[gene]  locus=C741934_1:1060:3099:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
DOM014_GL0048323,-,cluster241b,-,1.2e-09,46.6,0.0,6.7000000000000004e-09,44.3,0.0,2.3,3,0,0,3,3,1,1,[gene]  locus=scaffold13560_1:432:2444:- [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0379_GL0068336,-,cluster241b,-,1.4000000000000001e-09,46.5,0.0,2.4e-09,45.7,0.0,1.4,1,0,0,1,1,1,1,[gene]  locus=scaffold9425_4:3857:4390:- [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.FI04_GL0132835,-,cluster241b,-,1.5e-09,46.4,0.1,5.4e-09,44.6,0.0,2.0,2,0,0,2,2,1,1,[gene]  locus=scaffold74271_4:2:1225:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0416_GL0134296,-,cluster241b,-,1.7000000000000001e-09,46.2,0.5,6e-09,44.4,0.0,2.3,2,0,0,2,2,1,1,[gene]  locus=C1815655_1:1362:3275:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0064_GL0020640,-,cluster241b,-,1.8e-09,46.1,0.0,3.9e-09,45.0,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold42251_2:3:1331:- [Lack both ends] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0089_GL0090962,-,cluster241b,-,2.0999999999999998e-09,45.9,0.3,1.7e-08,43.0,0.0,2.6,3,0,0,3,3,1,1,[gene]  locus=scaffold15010_4:2:1765:- [Lack 3'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
T2D-53A_GL0139585,-,cluster241b,-,2.2e-09,45.8,0.0,5.8e-09,44.5,0.0,1.7,1,0,0,1,1,1,1,[gene]  locus=scaffold38734_7:1:885:- [Lack both ends] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.UC21-0_GL0039070,-,cluster241b,-,2.5e-09,45.6,0.0,5.9e-09,44.4,0.0,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold50627_1:2:931:+ [Lack both ends] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC21-1_GL0087146,-,cluster241b,-,2.7e-09,45.5,0.0,8.1e-09,44.0,0.0,1.8,1,0,0,1,1,1,1,[gene]  locus=scaffold100373_1:414:1577:- [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
T2D-105A_GL0086241,-,cluster241b,-,3.3e-09,45.3,0.0,1.3e-08,43.3,0.0,2.1,2,0,0,2,2,1,1,[gene]  locus=C685537_1:1190:3175:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0377_GL0075593,-,cluster241b,-,3.3e-09,45.2,0.0,5.6000000000000005e-09,44.5,0.0,1.3,1,0,0,1,1,1,1,[gene]  locus=C1652963_1:3064:3771:- [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0230_GL0147261,-,cluster241b,-,3.8e-09,45.1,0.0,9e-09,43.9,0.0,1.6,1,0,0,1,1,1,1,[gene]  locus=C1021466_1:4307:5554:- [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0142_GL0060887,-,cluster241b,-,3.9e-09,45.0,0.1,1.8999999999999998e-08,42.8,0.0,2.3,2,0,0,2,2,1,1,[gene]  locus=scaffold89962_1:250:2277:- [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
160400887-stool1_revised_C1505379_1_gene232323,-,cluster241b,-,3.9e-09,45.0,0.0,1.6e-08,43.1,0.0,2.1,1,0,0,1,1,1,1,strand:+  start:246 stop:1889 length:1644 start_codon:yes stop_codon:no gene_type:incomplete [Lack 3'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC18-1_GL0039011,-,cluster241b,-,6.1e-09,44.4,0.0,1.3e-08,43.3,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold102300_1:11:1660:+ [Lack 3'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC50-2_GL0193466,-,cluster241b,-,6.5e-09,44.3,0.0,2.8e-08,42.3,0.0,2.1,1,0,0,1,1,1,1,[gene]  locus=C2417928_1:2893:4806:- [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
T2D-113A_GL0109606,-,cluster241b,-,7.2e-09,44.2,0.0,1.8999999999999998e-08,42.8,0.0,1.7,1,0,0,1,1,1,1,[gene]  locus=scaffold61917_1:3:1202:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0186_GL0039074,-,cluster241b,-,7.4e-09,44.1,0.0,1.6e-08,43.0,0.0,1.6,1,0,0,1,1,1,1,[gene]  locus=C590201_1:2:1936:- [Lack 3'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.FI01_GL0184758,-,cluster241b,-,7.5e-09,44.1,0.0,1.7e-08,43.0,0.0,1.6,1,0,0,1,1,1,1,[gene]  locus=C1567356_1:427:2469:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC22-2_GL0116547,-,cluster241b,-,7.8e-09,44.1,0.0,1.7e-08,43.0,0.0,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold68214_1:2397:4442:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0121_GL0017797,-,cluster241b,-,8.199999999999999e-09,44.0,0.0,1.7e-08,43.0,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold44584_1:3123:5168:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0217_GL0094408,-,cluster241b,-,8.199999999999999e-09,44.0,0.0,1.7e-08,43.0,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold70380_4:2722:4767:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
764447348-stool2_revised_C790680_1_gene17383,-,cluster241b,-,8.3e-09,44.0,0.0,1.7e-08,43.0,0.0,1.5,1,0,0,1,1,1,1,strand:-  start:777 stop:2825 length:2049 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC17-1_GL0090028,-,cluster241b,-,9.6e-09,43.8,0.0,4.5999999999999995e-08,41.6,0.0,2.3,1,0,0,1,1,1,1,[gene]  locus=scaffold74012_1:818:2731:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.CD24-0_GL0136897,-,cluster241b,-,1.1000000000000001e-08,43.6,0.0,2.2999999999999998e-08,42.6,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=C1637934_1:1:1407:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0343_GL0190192,-,cluster241b,-,1.2e-08,43.5,0.0,2e-08,42.8,0.0,1.3,1,0,0,1,1,1,1,[gene]  locus=scaffold5640_4:1:636:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.UC27-0_GL0064501,-,cluster241b,-,1.3e-08,43.3,0.0,2.2999999999999998e-08,42.6,0.0,1.4,1,0,0,1,1,1,1,[gene]  locus=scaffold124960_1:1:510:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
ED10A_GL0012930,-,cluster241b,-,1.3e-08,43.3,0.1,5.7999999999999997e-08,41.3,0.0,2.2,2,0,0,2,2,1,1,[gene]  locus=C1004854_1:961:3042:- [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0197_GL0140049,-,cluster241b,-,1.4e-08,43.2,0.0,4.5999999999999995e-08,41.6,0.0,1.9,2,0,0,2,2,1,1,[gene]  locus=scaffold149951_1:3054:5096:- [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC29-1_GL0101670,-,cluster241b,-,2e-08,42.7,0.0,4.3e-08,41.7,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold41585_1:2:1924:- [Lack 3'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC59-0_GL0024321,-,cluster241b,-,2.1e-08,42.7,0.0,4.5999999999999995e-08,41.6,0.0,1.6,1,0,0,1,1,1,1,[gene]  locus=C1206993_1:3062:5107:- [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
809635352-stool1_revised_scaffold86341_1_gene174711,-,cluster241b,-,2.2999999999999998e-08,42.6,0.0,4.5999999999999995e-08,41.6,0.0,1.5,1,0,0,1,1,1,1,strand:+  start:374 stop:2422 length:2049 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC28-0_GL0113594,-,cluster241b,-,2.4e-08,42.5,0.2,6.5e-08,41.1,0.0,1.8,2,0,0,2,2,1,1,[gene]  locus=scaffold140749_1:3:755:- [Lack both ends] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0417_GL0240587,-,cluster241b,-,2.4e-08,42.5,0.0,5.2e-08,41.4,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=C1911341_1:3108:5156:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
159227541-stool3_revised_scaffold11559_1_gene61762,-,cluster241b,-,2.4e-08,42.5,0.0,5.6e-08,41.3,0.0,1.6,1,0,0,1,1,1,1,strand:+  start:1147 stop:3195 length:2049 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
763840445-stool1_revised_C577246_1_gene129841,-,cluster241b,-,2.5e-08,42.5,0.0,5.2e-08,41.4,0.0,1.5,1,0,0,1,1,1,1,strand:-  start:154 stop:2196 length:2043 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
675950834-stool1_revised_C815733_1_gene3299,-,cluster241b,-,2.6e-08,42.4,0.2,1.8e-07,39.7,0.0,2.4,3,0,0,3,3,1,1,strand:-  start:5223 stop:6362 length:1140 start_codon:no stop_codon:yes gene_type:incomplete [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
DOF002_GL0041223,-,cluster241b,-,2.7e-08,42.3,0.0,6.099999999999999e-08,41.2,0.0,1.6,1,0,0,1,1,1,1,[gene]  locus=C835659_1:423:2468:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
763901136-stool2_revised_scaffold38181_1_gene139836,-,cluster241b,-,2.8e-08,42.3,0.0,2.1e-07,39.5,0.0,2.4,2,0,0,2,2,1,1,strand:+  start:2 stop:1435 length:1434 start_codon:no stop_codon:yes gene_type:incomplete [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0102_GL0029136,-,cluster241b,-,3.2e-08,42.1,0.0,6.3e-08,41.2,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold103978_1:4457:5449:- [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0416_GL0208953,-,cluster241b,-,4.0999999999999997e-08,41.7,0.0,9.1e-08,40.6,0.0,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold128622_2:1:672:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0454_GL0169174,-,cluster241b,-,4.5999999999999995e-08,41.6,0.0,9.300000000000001e-08,40.6,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold154379_1:3:1115:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC6-2_GL0107935,-,cluster241b,-,4.7000000000000004e-08,41.5,0.0,1.1e-07,40.4,0.0,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold32993_3:1:1200:- [Lack both ends] codon-table.11,241b,hmmsearch,metahit_2014_pep
V1.FI08_GL0077710,-,cluster241b,-,6e-08,41.2,0.1,1.8e-07,39.7,0.0,1.8,2,0,0,2,2,1,1,[gene]  locus=scaffold63986_1:2:592:- [Lack both ends] codon-table.11,241b,hmmsearch,metahit_2014_pep
763678604-stool2_revised_C1090710_1_gene105686,-,cluster241b,-,6.5e-08,41.1,0.0,1.6e-07,39.9,0.0,1.6,1,0,0,1,1,1,1,strand:+  start:2 stop:922 length:921 start_codon:no stop_codon:yes gene_type:incomplete [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
763496533-stool1_revised_scaffold53495_1_gene77800,-,cluster241b,-,6.900000000000001e-08,41.0,0.0,2e-07,39.6,0.0,1.8,1,0,0,1,1,1,1,strand:+  start:2666 stop:4708 length:2043 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC14-1_GL0160337,-,cluster241b,-,7.7e-08,40.9,0.0,2.1e-07,39.5,0.0,1.7,1,0,0,1,1,1,1,[gene]  locus=scaffold89316_1:2819:4861:- [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
SZEY-74A_GL0144226,-,cluster241b,-,7.8e-08,40.8,0.0,1.7e-07,39.8,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=C1018153_1:1720:3765:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
159227541-stool2_revised_C838230_1_gene124959,-,cluster241b,-,8.800000000000001e-08,40.7,0.0,1.5e-07,40.0,0.0,1.4,1,0,0,1,1,1,1,strand:-  start:2 stop:526 length:525 start_codon:no stop_codon:no gene_type:incomplete [Lack both ends] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0363_GL0050635,-,cluster241b,-,1e-07,40.5,0.0,2.1e-07,39.5,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold45995_1:433:2475:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
160400887-stool1_revised_scaffold1705_1_gene211502,-,cluster241b,-,1e-07,40.4,0.1,4e-07,38.6,0.0,2.1,2,0,0,2,2,1,1,strand:+  start:2802 stop:4883 length:2082 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
DOM010_GL0074214,-,cluster241b,-,1.1e-07,40.3,0.0,2.5e-07,39.2,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=C553337_1:443:2485:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0364_GL0046965,-,cluster241b,-,1.4e-07,40.0,0.0,4.7e-07,38.3,0.0,1.8,2,0,0,2,2,1,1,[gene]  locus=scaffold94929_1:17:667:- [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC18-1_GL0211604,-,cluster241b,-,1.7e-07,39.7,0.0,4.5e-07,38.4,0.0,1.7,1,0,0,1,1,1,1,[gene]  locus=scaffold18506_1:3:1406:- [Lack both ends] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0203_GL0116045,-,cluster241b,-,2.4e-07,39.3,0.0,1e-06,37.3,0.0,2.2,1,0,0,1,1,1,1,[gene]  locus=C2077058_1:2098:3897:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
O2.UC51-2_GL0023639,-,cluster241b,-,2.7e-07,39.1,0.0,9.8e-07,37.3,0.0,2.0,1,0,0,1,1,1,1,[gene]  locus=scaffold141065_1:222:2303:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
DLM018_GL0060603,-,cluster241b,-,3.1e-07,38.9,0.0,6.6e-07,37.9,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold47885_2:377:2422:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0289_GL0027943,-,cluster241b,-,3.6e-07,38.7,0.0,6.9e-07,37.8,0.0,1.4,1,0,0,1,1,1,1,[gene]  locus=scaffold17670_8:1:975:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
SZEY-103A_GL0040218,-,cluster241b,-,7.2e-07,37.8,0.0,2.1000000000000002e-06,36.3,0.0,1.8,1,0,0,1,1,1,1,[gene]  locus=scaffold58151_1:2:1459:+ [Lack 5'-end] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0024_GL0031600,-,cluster241b,-,4.7e-06,35.1,0.0,1.4000000000000001e-05,33.7,0.0,1.8,1,0,0,1,1,1,1,[gene]  locus=scaffold19232_2:1035:3014:+ [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
MH0220_GL0107024,-,cluster241b,-,6.900000000000001e-06,34.6,0.0,3.1e-05,32.5,0.0,2.1,2,0,0,2,2,1,1,[gene]  locus=scaffold86772_3:110:2197:- [Complete] codon-table.11,241b,hmmsearch,metahit_2014_pep
